State,Assembly,Candidate,Party,Votes
Manipur,Inner manipur,DR. GURUMAYUM TONSANA SHARMA,Manipur Democratic Peoples's Front,2005
Manipur,Inner manipur,OINAM JOTIN SINGH,Jai Maha Bharath Party,1403
Manipur,Inner manipur,None of the Above,None of the Above,5298
Manipur,Outer manipur,THANGSO BAITE,Indian National Congress,296770
Manipur,Outer manipur,SOSO LORHO,Naga Peoples Front,281133
Manipur,Outer manipur,GANGMUMEI KAMEI,Bharatiya Janata Party,75828
Manipur,Outer manipur,CHUNGKHOKAI DOUNGEL,Nationalist Congress Party,61662
Manipur,Outer manipur,MANI CHARENAMEI,Independent,34995
Manipur,Outer manipur,KIM GANGTE,All India Trinamool Congress,12752
Manipur,Outer manipur,M. KHAMCHINPAU @ K. ZOU,Aam Aadmi Party,4331
Manipur,Outer manipur,LAMMINLIEN @ LIEN GANGTE,Janata Dal (United),1085
Manipur,Outer manipur,LAMLALMOI @ MOMOI GANGTE,Independent,603
Manipur,Outer manipur,AMARSON SANKHIL,Independent,401
Manipur,Outer manipur,None of the Above,None of the Above,2206
Meghalaya,Shillong,VINCENT H. PALA,Indian National Congress,209340
Meghalaya,Shillong,PRECHARD B. M. BASAIAWMOIT,Independent,168961
Meghalaya,Shillong,PAUL LYNGDOH,United Democratic Party,106817
Meghalaya,Shillong,SHIBUN LYNGDOH,Bharatiya Janata Party,95979
Meghalaya,Shillong,ARMERINGTON KHARSHIING,Aam Aadmi Party,8815
Meghalaya,Shillong,RICHARD D. SHABONG,Communist Party of India,7418
Meghalaya,Shillong,IVORYNA SHYLLA,Independent,6605
Meghalaya,Shillong,DENIS SIANGSHAI,Independent,5092
Meghalaya,Shillong,None of the Above,None of the Above,10960
Meghalaya,Tura,PURNO AGITOK SANGMA,National Peoples Party,239301
Meghalaya,Tura,DARYL WILLIAM CH MOMIN,Indian National Congress,199585
Meghalaya,Tura,None of the Above,None of the Above,19185
Mizoram,Mizoram,C. L. RUALA,Indian National Congress,210485
Mizoram,Mizoram,ROBERT ROMAWIA ROYTE,Independent,204331
Mizoram,Mizoram,M.LALMANZUALA,Aam Aadmi Party,11890
Mizoram,Mizoram,None of the Above,None of the Above,6495
Nagaland,Nagaland,NEIPHIU RIO,Naga Peoples Front,713372
Nagaland,Nagaland,K. V. PUSA,Indian National Congress,313147
Nagaland,Nagaland,AKHEI ACHUMI,Socialist Party (India),9695
Nagaland,Nagaland,None of the Above,None of the Above,2696
NCT OF Delhi,CHANDNI CHOWK,DR. HARSH VARDHAN,Bharatiya Janata Party,437938
NCT OF Delhi,CHANDNI CHOWK,ASHUTOSH,Aam Aadmi Party,301618
NCT OF Delhi,CHANDNI CHOWK,KAPIL SIBAL,Indian National Congress,176206
NCT OF Delhi,CHANDNI CHOWK,DILDAR HUSSAIN BEG,Independent,28605
NCT OF Delhi,CHANDNI CHOWK,NARENDRA KUMAR PANDEY,Bahujan Samaj Party,7746
NCT OF Delhi,CHANDNI CHOWK,ASHUTOSH,Independent,4504
NCT OF Delhi,CHANDNI CHOWK,HARIOM SHARMA,All India Trinamool Congress,3531
NCT OF Delhi,CHANDNI CHOWK,SANJAY GANDHI,Braj Vikas Party,3390
NCT OF Delhi,CHANDNI CHOWK,VIJAY SHANKER CHAUBEY,Independent,1829
NCT OF Delhi,CHANDNI CHOWK,ABDUL AMIR AMIRO,Independent,1765
NCT OF Delhi,CHANDNI CHOWK,AJAY KUMAR KHEMKA,Kalyankari Jantantrik Party,1643
NCT OF Delhi,CHANDNI CHOWK,JAGMOHAN SINGH BAKSHI,Atulya Bharat Party,1553
NCT OF Delhi,CHANDNI CHOWK,GAGAN RASTOGI,Independent,1424
NCT OF Delhi,CHANDNI CHOWK,BIR SINGH SONI,Independent,881
NCT OF Delhi,CHANDNI CHOWK,SURENDER SINGH,Independent,789
NCT OF Delhi,CHANDNI CHOWK,BALRAM BARI,Independent,602
NCT OF Delhi,CHANDNI CHOWK,MUSARRAT JAHAN,Rashtriya Janmorcha,592
NCT OF Delhi,CHANDNI CHOWK,MOHD. MURSALEEM,Peace Party,538
NCT OF Delhi,CHANDNI CHOWK,RASHMI KASHYAP,Bhartiya Pragatisheel Congress,538
NCT OF Delhi,CHANDNI CHOWK,DHAN RAJ CHAUHAN,Naya Daur Party,308
NCT OF Delhi,CHANDNI CHOWK,JAGJEET SINGH,Bharatiya Gaon Taj Dal,290
NCT OF Delhi,CHANDNI CHOWK,ALTAF HUSAIN,Bhartiya Janta Dal (Integrated),272
NCT OF Delhi,CHANDNI CHOWK,DR. TARUN KUMAR,Vishva SHakti Party,263
NCT OF Delhi,CHANDNI CHOWK,TARIQ MIRZA,Republican Party of India (A),253
NCT OF Delhi,CHANDNI CHOWK,MD. AFAQ,Jai Maha Bharath Party,251
NCT OF Delhi,CHANDNI CHOWK,None of the Above,None of the Above,4534
NCT OF Delhi,EAST DELHI,MAHEISH GIRRI,Bharatiya Janata Party,572202
NCT OF Delhi,EAST DELHI,RAJMOHAN GANDHI,Aam Aadmi Party,381739
NCT OF Delhi,EAST DELHI,SANDEEP DIKSHIT,Indian National Congress,203240
NCT OF Delhi,EAST DELHI,MOHAMMAD SHAKEEL SAIFI,Bahujan Samaj Party,18575
NCT OF Delhi,EAST DELHI,MOHD SHAHID SIDDIQUI,All India Trinamool Congress,3894
NCT OF Delhi,EAST DELHI,ARUN THAKUR,Samyak Parivartan Party,1708
NCT OF Delhi,EAST DELHI,SHAKEEL AHMED,Jai Maha Bharath Party,1515
NCT OF Delhi,EAST DELHI,JAGANNATH TIWARI,Independent,1153
NCT OF Delhi,EAST DELHI,KUMAR VIVEK GAUTAM,Independent,978
NCT OF Delhi,EAST DELHI,PREM SINGH,Socialist Party (India),761
NCT OF Delhi,EAST DELHI,DEEPAK KUMAR,Independent,674
NCT OF Delhi,EAST DELHI,JAI RAM LAL,Jammu & Kashmir National Panthers Party,668
NCT OF Delhi,EAST DELHI,RAM BRIKSH MALL,Hindusthan Nirman Dal,527
NCT OF Delhi,EAST DELHI,MOHAMMED NAEEM,Independent,466
NCT OF Delhi,EAST DELHI,RAJESH,Ambedkar National Congress,422
NCT OF Delhi,EAST DELHI,MANJEET SINGH,Independent,415
NCT OF Delhi,EAST DELHI,PADAM CHAND,Independent,404
NCT OF Delhi,EAST DELHI,MANJU CHHIBBER,Republican Party of India (A),402
NCT OF Delhi,EAST DELHI,VIRENDRA MAYER,Samajwadi Janata Party (Rashtriya),395
NCT OF Delhi,EAST DELHI,OMPAL SINGH,Kalyankari Jantantrik Party,349
NCT OF Delhi,EAST DELHI,MOHD NASEER,Peace Party,339
NCT OF Delhi,EAST DELHI,PRAVEEN KUMAR,Bhartiya Jan Manch,325
NCT OF Delhi,EAST DELHI,DR. NABHIT KAPUR,Naya Daur Party,210
NCT OF Delhi,EAST DELHI,None of the Above,None of the Above,4975
NCT OF Delhi,NEW DELHI,MEENAKASHI LEKHI,Bharatiya Janata Party,453350
NCT OF Delhi,NEW DELHI,ASHISH KHETAN,Aam Aadmi Party,290642
NCT OF Delhi,NEW DELHI,AJAY MAKAN,Indian National Congress,182893
NCT OF Delhi,NEW DELHI,RAVI KUMAR GUPTA,Independent,20028
NCT OF Delhi,NEW DELHI,SOLOMON GEORGE,Bahujan Samaj Party,6088
NCT OF Delhi,NEW DELHI,RUBINA KHAN,Independent,1260
NCT OF Delhi,NEW DELHI,BISWAJIT RANJIT CHATTERJEE,All India Trinamool Congress,909
NCT OF Delhi,NEW DELHI,ANJUMAN AGNIHOTRI,Independent,887
NCT OF Delhi,NEW DELHI,GHANSHYAM DASS,Independent,862
NCT OF Delhi,NEW DELHI,NARENDRA SINGH RAWAT,Independent,687
NCT OF Delhi,NEW DELHI,DAL CHAND,Independent,662
NCT OF Delhi,NEW DELHI,SWADESH OHRI,Atulya Bharat Party,582
NCT OF Delhi,NEW DELHI,RATHEESH,Independent,532
NCT OF Delhi,NEW DELHI,SUNITA CHAUDHARY,Jammu & Kashmir National Panthers Party,528
NCT OF Delhi,NEW DELHI,K P SANKARAN MENON,Independent,499
NCT OF Delhi,NEW DELHI,NIKHIL SABLANIA,Independent,444
NCT OF Delhi,NEW DELHI,HARKRISHAN DAS NIJHAWAN,Independent,429
NCT OF Delhi,NEW DELHI,SUJEET JHA,Bhartiya Janta Dal (Integrated),388
NCT OF Delhi,NEW DELHI,LAKSHMI NARAYAN,Bharatiya Bahujan Party,366
NCT OF Delhi,NEW DELHI,DHEERAJ PURI,Shivsena,347
NCT OF Delhi,NEW DELHI,VISHAL KHOSLA,Independent,298
NCT OF Delhi,NEW DELHI,DEVI SINGH,Rashtriya Jankranti Party,217
NCT OF Delhi,NEW DELHI,PADMAJA KANDUKURI,Independent,213
NCT OF Delhi,NEW DELHI,MEENA SINGLA,Poorvanchal Rashtriya Congress,205
NCT OF Delhi,NEW DELHI,LUKMAN KHAN,Independent,203
NCT OF Delhi,NEW DELHI,NAVEEN CHANDRA,Naya Daur Party,199
NCT OF Delhi,NEW DELHI,VED PRAKASH,Independent,186
NCT OF Delhi,NEW DELHI,PRADEEP VARMA,Bharat Vishal Party,161
NCT OF Delhi,NEW DELHI,RAMANUJ PATEL,Samyak Parivartan Party,158
NCT OF Delhi,NEW DELHI,None of the Above,None of the Above,5589
NCT OF Delhi,NORTH EAST DELHI,MANOJ TIWARI,Bharatiya Janata Party,596125
NCT OF Delhi,NORTH EAST DELHI,ANAND KUMAR,Aam Aadmi Party,452041
NCT OF Delhi,NORTH EAST DELHI,JAI PARKASH AGARWAL,Indian National Congress,214792
NCT OF Delhi,NORTH EAST DELHI,ABDUL SAMI SALMANI,Bahujan Samaj Party,28135
NCT OF Delhi,NORTH EAST DELHI,A.K. AGGARWAL,Agar Jan Party,3191
NCT OF Delhi,NORTH EAST DELHI,H.K. MAHENDRU,Independent,2419
NCT OF Delhi,NORTH EAST DELHI,DAN BAHADUR YADAV,Independent,1921
NCT OF Delhi,NORTH EAST DELHI,AMIT KUMAR SHARMA,Independent,1892
NCT OF Delhi,NORTH EAST DELHI,ALI HUSAN,Independent,1695
NCT OF Delhi,NORTH EAST DELHI,MUKESH KUMAR ARORA,Independent,1669
NCT OF Delhi,NORTH EAST DELHI,DINESH PAL SINGH,Independent,1263
NCT OF Delhi,NORTH EAST DELHI,MOHD. HASNAN KHAN,Jammu & Kashmir National Panthers Party,1257
NCT OF Delhi,NORTH EAST DELHI,MOHD. HASNAIN,Independent,879
NCT OF Delhi,NORTH EAST DELHI,VINAY,Bharatiya Sarvodaya Kranti Party,818
NCT OF Delhi,NORTH EAST DELHI,MOHD. ARIF SIDDIQUE,All India Trinamool Congress,784
NCT OF Delhi,NORTH EAST DELHI,ROSHAN ALI,National Loktantrik Party,745
NCT OF Delhi,NORTH EAST DELHI,HARSH KUMAR,Independent,663
NCT OF Delhi,NORTH EAST DELHI,OM DUTT SHARMA,Shivsena,658
NCT OF Delhi,NORTH EAST DELHI,DHARAMVEER SINGH,Rashtriya Ekta Party,601
NCT OF Delhi,NORTH EAST DELHI,PROF. NARENDERA SHARMA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),508
NCT OF Delhi,NORTH EAST DELHI,RAJAN LAL,Bharatiya Republican Paksha,504
NCT OF Delhi,NORTH EAST DELHI,PRADESH KUMAR,Ambedkar National Congress,489
NCT OF Delhi,NORTH EAST DELHI,RAMESH SINGH SIRAL,Naya Daur Party,465
NCT OF Delhi,NORTH EAST DELHI,None of the Above,None of the Above,3824
NCT OF Delhi,NORTH WEST DELHI,UDIT RAJ,Bharatiya Janata Party,629860
NCT OF Delhi,NORTH WEST DELHI,RAKHI BIRLA,Aam Aadmi Party,523058
NCT OF Delhi,NORTH WEST DELHI,KRISHNA,Indian National Congress,157468
NCT OF Delhi,NORTH WEST DELHI,BASANT PANWAR,Bahujan Samaj Party,21485
NCT OF Delhi,NORTH WEST DELHI,SHAILENDER KUMAR,Independent,3446
NCT OF Delhi,NORTH WEST DELHI,JODHRAJ PAHARIA,Independent,2279
NCT OF Delhi,NORTH WEST DELHI,INDER SINGH,Asankhya Samaj Party,1749
NCT OF Delhi,NORTH WEST DELHI,DHARAMRAJ,Bhartiya Pragatisheel Congress,1680
NCT OF Delhi,NORTH WEST DELHI,RAM KARAN SAURAN,Independent,1621
NCT OF Delhi,NORTH WEST DELHI,SUNIL CHHIKARA,Independent,1584
NCT OF Delhi,NORTH WEST DELHI,BHUP SINGH,Independent,1107
NCT OF Delhi,NORTH WEST DELHI,KAMINI KAUR,Independent,666
NCT OF Delhi,NORTH WEST DELHI,VIJAY KUMAR,Republican Party of India (A),662
NCT OF Delhi,NORTH WEST DELHI,RAJESH KUMAR,Rashtriya Bahujan Hitay Party,545
NCT OF Delhi,NORTH WEST DELHI,None of the Above,None of the Above,8826
NCT OF Delhi,SOUTH DELHI,RAMESH BIDHURI,Bharatiya Janata Party,497980
NCT OF Delhi,SOUTH DELHI,COL DEVINDER SEHRAWAT,Aam Aadmi Party,390980
NCT OF Delhi,SOUTH DELHI,RAMESH KUMAR,Indian National Congress,125213
NCT OF Delhi,SOUTH DELHI,RUBY YADAV,Independent,56749
NCT OF Delhi,SOUTH DELHI,SANJAY KUMAR RAI,Bahujan Samaj Party,10873
NCT OF Delhi,SOUTH DELHI,SHRICHAND TANWAR,Communist Party of India,4475
NCT OF Delhi,SOUTH DELHI,SHAHID,Independent,2841
NCT OF Delhi,SOUTH DELHI,SUMANT KUMAR,Independent,1640
NCT OF Delhi,SOUTH DELHI,TEJ PAL SINGH,Independent,1215
NCT OF Delhi,SOUTH DELHI,SUNIL KUMAR,Independent,1140
NCT OF Delhi,SOUTH DELHI,RAKESH KUMAR,Independent,1071
NCT OF Delhi,SOUTH DELHI,NARESH KUMAR CHANDALIYA,Independent,913
NCT OF Delhi,SOUTH DELHI,SREERUPA MITRA CHAUDHURY,All India Trinamool Congress,803
NCT OF Delhi,SOUTH DELHI,MOHAN KANUGA,Jammu & Kashmir National Panthers Party,561
NCT OF Delhi,SOUTH DELHI,DR. DUSMANTA KUMAR GIRI,Independent,560
NCT OF Delhi,SOUTH DELHI,D. K. CHOPRA,Independent,412
NCT OF Delhi,SOUTH DELHI,HAFIZ MUSTAQ,Jan Samanta Party,357
NCT OF Delhi,SOUTH DELHI,KIRAN PAL SINGH,Independent,314
NCT OF Delhi,SOUTH DELHI,CHO. OMBIR SINGH NAUGHWAR,Bharatiya Bahujan Party,303
NCT OF Delhi,SOUTH DELHI,None of the Above,None of the Above,4010
NCT OF Delhi,WEST DELHI,PARVESH SAHIB SINGH VERMA,Bharatiya Janata Party,651395
NCT OF Delhi,WEST DELHI,JARNAIL SINGH,Aam Aadmi Party,382809
NCT OF Delhi,WEST DELHI,MAHABAL MISHRA,Indian National Congress,193266
NCT OF Delhi,WEST DELHI,JARNAIL SINGH,Independent,84722
NCT OF Delhi,WEST DELHI,RAJ PAL SINGH,Bahujan Samaj Party,8707
NCT OF Delhi,WEST DELHI,JARNAIL SINGH,Independent,5960
NCT OF Delhi,WEST DELHI,SUNIL SOURABH,Independent,3624
NCT OF Delhi,WEST DELHI,VIRENDER MOHAN VATS,Independent,3078
NCT OF Delhi,WEST DELHI,BABU SINGH DUKHIYA,Independent,1654
NCT OF Delhi,WEST DELHI,ISTAK KHAN,Independent,988
NCT OF Delhi,WEST DELHI,UDAY KUMAR SINGH KUSHWAHA,Bahujan Mukti Party,805
NCT OF Delhi,WEST DELHI,HAR GOBIND ARORA,Shivsena,703
NCT OF Delhi,WEST DELHI,DINESH KUMAR KUSHWAHA,Akhand Bharat Samaj Party,651
NCT OF Delhi,WEST DELHI,RAKESH KUMAR,Bhartiya Janta Dal (Integrated),458
NCT OF Delhi,WEST DELHI,CHARAN JEET SINGH KHALSA,All India Forward Bloc,451
NCT OF Delhi,WEST DELHI,DEEPAK KUMAR,Rashtriya Janadhikar Party,415
NCT OF Delhi,WEST DELHI,KARAM CHAND LATHWAL,Bhartiya Pragatisheel Congress,353
NCT OF Delhi,WEST DELHI,None of the Above,None of the Above,7932
Odisha,Aska,LADU KISHORE SWAIN,Biju Janata Dal,541473
Odisha,Aska,SRILOKANATH RATHA,Indian National Congress,229476
Odisha,Aska,MAHESH CHANDRA MOHANTY,Bharatiya Janata Party,67361
Odisha,Aska,PRABHAT KUMAR MAHANTY,Aam Aadmi Party,11063
Odisha,Aska,BIJAYA KUMAR MAHAPATRO,Bahujan Samaj Party,9127
Odisha,Aska,BANSIDHAR TRIPATHY,All India Trinamool Congress,7553
Odisha,Aska,K. SHYAMBABU SUBUDHI,Independent,5293
Odisha,Aska,KALI CHARANA NAYAK,Independent,5192
Odisha,Aska,SANKAR SAHU,Communist Party of India (Marxist-Leninist) Red Star,4361
Odisha,Aska,None of the Above,None of the Above,15382
Odisha,Balasore,RABINDRA KUMAR JENA,Biju Janata Dal,433768
Odisha,Balasore,PRATAP CHANDRA SARANGI,Bharatiya Janata Party,291943
Odisha,Balasore,SHRIKANTA KUMAR JENA,Indian National Congress,277517
Odisha,Balasore,PRASANTA KUMAR MISHRA,Communist Party of India,14538
Odisha,Balasore,KARTIKESWAR PATRA,All India Trinamool Congress,9856
Odisha,Balasore,SAROJ KUMAR PANDA,Independent,4529
Odisha,Balasore,BICHITRA NANDA DAS,Bahujan Samaj Party,3240
Odisha,Balasore,MAMATA KUNDU,Aam Aadmi Party,2664
Odisha,Balasore,JAGANNATH DAS,Independent,1856
Odisha,Balasore,BISWAJIT RAY,Independent,1823
Odisha,Balasore,None of the Above,None of the Above,7716
Odisha,Bargarh,PRABHAS KUMAR SINGH,Biju Janata Dal,383230
Odisha,Bargarh,SUBASH CHOUHAN,Bharatiya Janata Party,372052
Odisha,Bargarh,SANJAY BHOI,Indian National Congress,274610
Odisha,Bargarh,KULAMANI URMA,Paschimanchal Vikas Party,26216
Odisha,Bargarh,ASHOK BISI,Communist Party of India,21100
Odisha,Bargarh,LINGARAJ PRADHAN,Aam Aadmi Party,15672
Odisha,Bargarh,GAYAN CHAND,Bahujan Samaj Party,8009
Odisha,Bargarh,ASHOK MITTAL,All India Trinamool Congress,7912
Odisha,Bargarh,None of the Above,None of the Above,14500
Odisha,Berhampur,SIDHANT MOHAPATRA,Biju Janata Dal,398107
Odisha,Berhampur,CHANDRA SEKHAR SAHU,Indian National Congress,270387
Odisha,Berhampur,RAMA CHANDRA PANDA,Bharatiya Janata Party,158811
Odisha,Berhampur,ALI KISHOR PATNAIK,Communist Party of India (Marxist),35968
Odisha,Berhampur,DHANADA KANTA MISHRA,Aam Aadmi Party,8248
Odisha,Berhampur,SRIHARI PATANAIK,Independent,4081
Odisha,Berhampur,ASWINI KUMAR PADHY,Bahujan Samaj Party,3865
Odisha,Berhampur,A. RAGHUNATH VARMA,Independent,3719
Odisha,Berhampur,K. SHYAMBABU SUBUDHI,Independent,3383
Odisha,Berhampur,MANOJ CHOUDHURY,All India Trinamool Congress,3314
Odisha,Berhampur,BIDHAN CHANDRA PANDA,Samata Kranti Dal,2773
Odisha,Berhampur,None of the Above,None of the Above,12706
Odisha,Bhadrak,ARJUN CHARAN SETHI,Biju Janata Dal,502338
Odisha,Bhadrak,SANGRAM KESHARI JENA,Indian National Congress,322979
Odisha,Bhadrak,SARAT DAS,Bharatiya Janata Party,216617
Odisha,Bhadrak,RAMESH JENA,Communist Party of India,11930
Odisha,Bhadrak,ARJUN CHARAN MALLIK,Bahujan Samaj Party,7607
Odisha,Bhadrak,NARAYAN CHANDRA JENA,Aam Aadmi Party,5961
Odisha,Bhadrak,NETRANANDA MALLICK,Aama Odisha Party,4518
Odisha,Bhadrak,SUSANTA KUMAR JENA,Independent,2639
Odisha,Bhadrak,None of the Above,None of the Above,6750
Odisha,Bhubaneswar,PRASANNA KUMAR PATASANI,Biju Janata Dal,439252
Odisha,Bhubaneswar,PRITHIVIRAJ HARICHANDAN,Bharatiya Janata Party,249775
Odisha,Bhubaneswar,BIJAY MOHANTY,Indian National Congress,145783
Odisha,Bhubaneswar,SUNJOY HANS,Aama Odisha Party,29505
Odisha,Bhubaneswar,BISMAYA MAHAPATRA,Aam Aadmi Party,7112
Odisha,Bhubaneswar,MANAS RANJAN MISHRA,Independent,3783
Odisha,Bhubaneswar,MADHU SUDAN YADAV,Bahujan Samaj Party,3457
Odisha,Bhubaneswar,RABINDRA NATH BEHERA,Samajwadi Party,1745
Odisha,Bhubaneswar,PRANA KRUSHNA DALABEHERA,Samruddha Odisha,1194
Odisha,Bhubaneswar,KULAMANI NAYAK,"Proutist Bloc, India",1128
Odisha,Bhubaneswar,PRAMILA BEHERA,Communist Party of India (Marxist-Leninist) Red Star,948
Odisha,Bhubaneswar,None of the Above,None of the Above,8140
Odisha,Bolangir,KALIKESH NARAYAN SINGH DEO,Biju Janata Dal,453519
Odisha,Bolangir,SANGEETA KUMARI SINGH DEO,Bharatiya Janata Party,349220
Odisha,Bolangir,SARAT PATTNAYAK,Indian National Congress,277616
Odisha,Bolangir,SARASWATI NANDA,Aam Aadmi Party,24515
Odisha,Bolangir,ACHUTANANDA NAG,Ambedkarite Party of India,14626
Odisha,Bolangir,RANA NAG,Bahujan Samaj Party,11513
Odisha,Bolangir,NABA KRUSHNA DANTA,Independent,9915
Odisha,Bolangir,SHANKAR KUMAR PATRA,Aama Odisha Party,8438
Odisha,Bolangir,None of the Above,None of the Above,21043
Odisha,Cuttack,BHARTRUHARI MAHATAB,Biju Janata Dal,526085
Odisha,Cuttack,APARAJITA MOHANTY,Indian National Congress,219323
Odisha,Cuttack,SAMIR DEY,Bharatiya Janata Party,146093
Odisha,Cuttack,MAHAMEGHABAHAN AIRA KHARABELA SWAIN,Aama Odisha Party,58246
Odisha,Cuttack,SANJAY KUMAR SAHOO,Independent,5733
Odisha,Cuttack,BIKASH DAS,Aam Aadmi Party,4531
Odisha,Cuttack,PRAMOD KUMAR MALLICK,Bahujan Samaj Party,3639
Odisha,Cuttack,BINAPANI DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2171
Odisha,Cuttack,JIBESH KISHORE SUNDARAY,All India Trinamool Congress,2082
Odisha,Cuttack,SABYASACHI MAHAPATRA,Communist Party of India (Marxist-Leninist) Red Star,1812
Odisha,Cuttack,None of the Above,None of the Above,8889
Odisha,Dhenkanal,TATHAGATA SATPATHY,Biju Janata Dal,453277
Odisha,Dhenkanal,RUDRA NARAYAN PANY,Bharatiya Janata Party,315937
Odisha,Dhenkanal,SUDHIR KUMAR SAMAL,Indian National Congress,213794
Odisha,Dhenkanal,KALAKAR NAIK,Ambedkarite Party of India,8712
Odisha,Dhenkanal,NIRMAL SAMAL,Independent,7505
Odisha,Dhenkanal,PREMANANDA SAHOO,Bahujan Samaj Party,6574
Odisha,Dhenkanal,SUPARNO SATPATHY,Aama Odisha Party,5447
Odisha,Dhenkanal,JIMUTA PRASAD MISHRA,Aam Aadmi Party,5120
Odisha,Dhenkanal,MANASI SWAIN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4275
Odisha,Dhenkanal,ER. GURU PRASAD PRADHAN,Independent,3918
Odisha,Dhenkanal,PRADYUMNA KUMAR NAIK,Bahujan Mukti Party,2298
Odisha,Dhenkanal,PRIYABRATA GARNAIK,Samata Kranti Dal,2039
Odisha,Dhenkanal,None of the Above,None of the Above,13205
Odisha,Jagatsinghpur,KULAMANI SAMAL,Biju Janata Dal,624492
Odisha,Jagatsinghpur,BIBHU PRASAD TARAI,Indian National Congress,348098
Odisha,Jagatsinghpur,BAIDHAR MALLICK,Bharatiya Janata Party,117448
Odisha,Jagatsinghpur,AJAY KUMAR BEHERA,Communist Party of India,18099
Odisha,Jagatsinghpur,PRADIP KUMAR MALLICK,Bahujan Samaj Party,6895
Odisha,Jagatsinghpur,ANUPAMA SETHY,Aam Aadmi Party,5929
Odisha,Jagatsinghpur,MANAS KUMAR BEHERA,Independent,3347
Odisha,Jagatsinghpur,None of the Above,None of the Above,7624
Odisha,Jajpur,RITA TARAI,Biju Janata Dal,541349
Odisha,Jajpur,ASOK DAS,Indian National Congress,221078
Odisha,Jajpur,AMIYA KANTA MALLICK,Bharatiya Janata Party,150789
Odisha,Jajpur,NABIN KUMAR DALAI,Independent,29142
Odisha,Jajpur,KALANDI MALIK,Aam Aadmi Party,8269
Odisha,Jajpur,SUBAS CHANDRA MALLICK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),8065
Odisha,Jajpur,DEBENDRA KUMAR MALLIK,Bahujan Samaj Party,6926
Odisha,Jajpur,RANJIT MALIK,Bahujan Mukti Party,3409
Odisha,Jajpur,GAYADHAR MALLICK,Samata Kranti Dal,2753
Odisha,Jajpur,None of the Above,None of the Above,8655
Odisha,Kalahandi,ARKA KESHARI DEO,Biju Janata Dal,370871
Odisha,Kalahandi,PRADIPTA KUMAR NAIK,Bharatiya Janata Party,314524
Odisha,Kalahandi,BHAKTA CHARAN DAS,Indian National Congress,307967
Odisha,Kalahandi,SIBA HATI,Samajwadi Party,18869
Odisha,Kalahandi,SAROJ KUMAR NAIK,Bahujan Samaj Party,14115
Odisha,Kalahandi,RAJENDRA KUMAR MUND,Independent,10839
Odisha,Kalahandi,DAITARY PRADHAN,Aama Odisha Party,8698
Odisha,Kalahandi,BIGHNA RAJ PANDA,Samruddha Odisha,8600
Odisha,Kalahandi,CHHABILAL NIAL,Ambedkarite Party of India,8299
Odisha,Kalahandi,SUNIL CHANDRA NAYAK,Odisha Jan Morcha,7329
Odisha,Kalahandi,SATYA NARAYAN MAHAR,Aam Aadmi Party,6360
Odisha,Kalahandi,SAHADEV JAL,Bahujan Mukti Party,5858
Odisha,Kalahandi,BAIKUNTHA DHANGADA MAJHI,Kalinga Sena,5007
Odisha,Kalahandi,BALARAM HOTA,Communist Party of India (Marxist-Leninist) (Liberation),4885
Odisha,Kalahandi,PARAMESWAR KAND,Samata Kranti Dal,4435
Odisha,Kalahandi,None of the Above,None of the Above,20880
Odisha,Kandhamal,HEMENDRA CHANDRA SINGH,Biju Janata Dal,421458
Odisha,Kandhamal,HARIHAR KARAN,Indian National Congress,240441
Odisha,Kandhamal,SUKANTA KUMAR PANIGRAHI,Bharatiya Janata Party,108744
Odisha,Kandhamal,LAMBODAR KANHAR,Independent,20472
Odisha,Kandhamal,RAM NAYAK,Bahujan Samaj Party,11080
Odisha,Kandhamal,NARENDRA MOHANTY,Aam Aadmi Party,9522
Odisha,Kandhamal,BILASINI NAYAK,Aama Odisha Party,7741
Odisha,Kandhamal,BASANTA KUMAR PRADHAN,Independent,5798
Odisha,Kandhamal,None of the Above,None of the Above,14159
Odisha,Kendrapara,BAIJAYANT PANDA,Biju Janata Dal,601574
Odisha,Kendrapara,DHARANIDHAR NAYAK,Indian National Congress,392466
Odisha,Kendrapara,BISHNU PRASAD DAS,Bharatiya Janata Party,118707
Odisha,Kendrapara,SK. FARUK,Bahujan Samaj Party,6199
Odisha,Kendrapara,PRAMOD SAHU,Independent,6193
Odisha,Kendrapara,MD.SAMIM AKTAR,Aam Aadmi Party,6029
Odisha,Kendrapara,SUKUMAR MALLICK,Independent,2221
Odisha,Kendrapara,None of the Above,None of the Above,7610
Odisha,Keonjhar,SAKUNTALA LAGURI,Biju Janata Dal,434471
Odisha,Keonjhar,ANANTA NAYAK,Bharatiya Janata Party,277154
Odisha,Keonjhar,MADHABA SARDAR,Indian National Congress,190531
Odisha,Keonjhar,BASUDEB NAIK,Independent,101999
Odisha,Keonjhar,SUJIT KUMAR LUGUN,Independent,16420
Odisha,Keonjhar,SUDARSHAN LOHAR,Rashtriya Indepndent Morcha,16299
Odisha,Keonjhar,BISHNUPRIYA NAIK,Odisha Jan Morcha,12236
Odisha,Keonjhar,JAGAT MOHAN NAIK,Bahujan Samaj Party,8694
Odisha,Keonjhar,None of the Above,None of the Above,26065
